Dominant_Topic,Perc_Contribution,Topic_Keywords,Page
12.0,0.5981,"city, university, state, area, park, national, school, road, cities, urban",Frederiksberg.txt
5.0,0.303,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Blue_Marble_Energy.txt
0.0,0.4413,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Flagellum.txt
8.0,0.4697,"data, computer, technology, media, information, company, software, design, system, digital",3D_selfie.txt
1.0,0.5862,"research, management, social, systems, design, development, science, system, information, process",Eliyahu_M._Goldratt.txt
0.0,0.2518,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Population_biology.txt
12.0,0.2958,"city, university, state, area, park, national, school, road, cities, urban",Urban_acupuncture.txt
8.0,0.4836,"data, computer, technology, media, information, company, software, design, system, digital",Security_printing.txt
1.0,0.5854,"research, management, social, systems, design, development, science, system, information, process",Software_engineering.txt
9.0,0.5189,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Radon.txt
10.0,0.4577,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Guard_rail.txt
4.0,0.5429,"world, country, population, war, government, people, state, national, europe, largest",Stade.txt
6.0,0.4708,"university, work, art, american, published, book, time, history, new_york, life",De_la_pirotechnia.txt
3.0,0.4558,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Biotic_stress.txt
2.0,0.6678,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",X-ray_crystallography.txt
12.0,0.5167,"city, university, state, area, park, national, school, road, cities, urban",University_of_Tokyo.txt
9.0,0.6422,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Claus_process.txt
14.0,0.4163,"economic, government, law, public, market, company, international, united_states, state, countries",competition.txt
9.0,0.5945,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",bayerite.txt
8.0,0.373,"data, computer, technology, media, information, company, software, design, system, digital",Multi-primary_color_display.txt
5.0,0.4433,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",IUCN.txt
12.0,0.5372,"city, university, state, area, park, national, school, road, cities, urban",Tunkhannock_Viaduct.txt
3.0,0.4819,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",yeast.txt
14.0,0.5091,"economic, government, law, public, market, company, international, united_states, state, countries",Internal_Rate_of_Return.txt
4.0,0.7084,"world, country, population, war, government, people, state, national, europe, largest",Lithuania.txt
8.0,0.3449,"data, computer, technology, media, information, company, software, design, system, digital",Glossary.txt
6.0,0.4913,"university, work, art, american, published, book, time, history, new_york, life",Pointy-haired_Boss.txt
9.0,0.8523,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",salts.txt
0.0,0.4487,"species, plants, plant, animals, food, animal, population, fish, organisms, found",halophytes.txt
11.0,0.2982,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Microecosystem.txt
1.0,0.299,"research, management, social, systems, design, development, science, system, information, process",Normative_science.txt
5.0,0.3362,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Integrated_Manure_Utilization_System.txt
1.0,0.4219,"research, management, social, systems, design, development, science, system, information, process",Applied_sustainability.txt
8.0,0.2584,"data, computer, technology, media, information, company, software, design, system, digital",Product_design_specification.txt
10.0,0.7724,"made, material, materials, process, water, concrete, high, glass, plastic, wood",injection_moulding.txt
1.0,0.6047,"research, management, social, systems, design, development, science, system, information, process",C-K_theory.txt
2.0,0.4365,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Quantum_dynamics.txt
4.0,0.4311,"world, country, population, war, government, people, state, national, europe, largest",Paddy_field.txt
8.0,0.389,"data, computer, technology, media, information, company, software, design, system, digital",USA_Today.txt
8.0,0.3967,"data, computer, technology, media, information, company, software, design, system, digital",Computer-aided.txt
8.0,0.3639,"data, computer, technology, media, information, company, software, design, system, digital",Book.txt
0.0,0.4717,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Overgrazing.txt
7.0,0.5199,"philosophy, theory, social, human, world, language, political, nature, history, thought",Social_justice.txt
10.0,0.3272,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Polymer_chemistry.txt
9.0,0.5583,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",zinc.txt
5.0,0.431,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",life-cycle_assessment.txt
14.0,0.4347,"economic, government, law, public, market, company, international, united_states, state, countries",Business_operations.txt
10.0,0.5222,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Mazamorra.txt
10.0,0.552,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Roman_cement.txt
1.0,0.2851,"research, management, social, systems, design, development, science, system, information, process",mobility.txt
9.0,0.4102,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",simple_sugars.txt
9.0,0.1719,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",placer.txt
13.0,0.632,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",F-100_Super_Sabre.txt
6.0,0.442,"university, work, art, american, published, book, time, history, new_york, life",Kenneth_Boulding.txt
12.0,0.786,"city, university, state, area, park, national, school, road, cities, urban",Saskatoon.txt
12.0,0.619,"city, university, state, area, park, national, school, road, cities, urban",Inner_Harbor_Navigation_Canal.txt
14.0,0.6032,"economic, government, law, public, market, company, international, united_states, state, countries",Fairtrade.txt
5.0,0.4298,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",volatile_organic_compounds.txt
8.0,0.3421,"data, computer, technology, media, information, company, software, design, system, digital",review.txt
9.0,0.4939,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Boiling_point.txt
1.0,0.5156,"research, management, social, systems, design, development, science, system, information, process",Entrepreneurial_ecosystem.txt
11.0,0.3181,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",NOAA.txt
3.0,0.7698,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Regeneration_in_humans.txt
7.0,0.7882,"philosophy, theory, social, human, world, language, political, nature, history, thought",Natural_law.txt
11.0,0.3992,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Marine_outfall.txt
13.0,0.6953,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",steam_locomotive.txt
13.0,0.6782,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Maglev_train.txt
0.0,0.6094,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Living_mulch.txt
6.0,0.1406,"university, work, art, american, published, book, time, history, new_york, life",Molecular_Ecology.txt
14.0,0.4785,"economic, government, law, public, market, company, international, united_states, state, countries",International_business.txt
6.0,0.4278,"university, work, art, american, published, book, time, history, new_york, life",Taylor_&_Francis.txt
6.0,0.3405,"university, work, art, american, published, book, time, history, new_york, life",William_Flynn_Martin.txt
8.0,0.1906,"data, computer, technology, media, information, company, software, design, system, digital",HDS.txt
14.0,0.3076,"economic, government, law, public, market, company, international, united_states, state, countries",Environmental_pricing_reform.txt
14.0,0.408,"economic, government, law, public, market, company, international, united_states, state, countries",Viðreisn.txt
1.0,0.5436,"research, management, social, systems, design, development, science, system, information, process",Cognitive_biology.txt
1.0,0.325,"research, management, social, systems, design, development, science, system, information, process",Communications.txt
6.0,0.6264,"university, work, art, american, published, book, time, history, new_york, life",Romanian_American.txt
14.0,0.2623,"economic, government, law, public, market, company, international, united_states, state, countries",Rotterdam_Convention.txt
2.0,0.2337,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Field.txt
5.0,0.4784,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Brownfield.txt
6.0,0.5571,"university, work, art, american, published, book, time, history, new_york, life",Tate_Gallery.txt
13.0,0.5399,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Solar_power_in_Germany.txt
6.0,0.55,"university, work, art, american, published, book, time, history, new_york, life",Theodor_Weyl.txt
12.0,0.475,"city, university, state, area, park, national, school, road, cities, urban",Bangkok.txt
1.0,0.5835,"research, management, social, systems, design, development, science, system, information, process",Social_science.txt
10.0,0.6105,"made, material, materials, process, water, concrete, high, glass, plastic, wood",polyurethane.txt
6.0,0.3557,"university, work, art, american, published, book, time, history, new_york, life",Neo-Futurism.txt
14.0,0.4766,"economic, government, law, public, market, company, international, united_states, state, countries",think_tanks.txt
10.0,0.5851,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Screen_printing.txt
11.0,0.5377,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",ecoregion.txt
7.0,0.7808,"philosophy, theory, social, human, world, language, political, nature, history, thought",Maurice_Merleau-Ponty.txt
1.0,0.716,"research, management, social, systems, design, development, science, system, information, process",Earned_value.txt
3.0,0.646,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",triclocarban.txt
8.0,0.2976,"data, computer, technology, media, information, company, software, design, system, digital",Sustainability_brand.txt
5.0,0.2934,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",land-use_conflicts.txt
13.0,0.725,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Intercity-Express.txt
2.0,0.386,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Particle-beam_weapon.txt
13.0,0.4257,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Traffic_barrier.txt
9.0,0.8216,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Terbium.txt
11.0,0.4867,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Wildfire.txt
2.0,0.6951,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Crystal_structure.txt
3.0,0.259,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",MON_863.txt
14.0,0.4718,"economic, government, law, public, market, company, international, united_states, state, countries",free-market_environmentalist.txt
10.0,0.2594,"made, material, materials, process, water, concrete, high, glass, plastic, wood",material.txt
3.0,0.5155,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Index_of_biotechnology_articles.txt
0.0,0.5519,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Genetic_pollution.txt
11.0,0.3417,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Grand_Coulee_Dam.txt
0.0,0.1907,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Hydrozoning.txt
1.0,0.4151,"research, management, social, systems, design, development, science, system, information, process",William_Ross_Ashby.txt
10.0,0.5332,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Metal_foam.txt
13.0,0.4306,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",supercar.txt
2.0,0.4416,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Effective_population_size.txt
14.0,0.4636,"economic, government, law, public, market, company, international, united_states, state, countries",California_Department_of_Public_Health.txt
5.0,0.5052,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",energy_subsidies.txt
8.0,0.5199,"data, computer, technology, media, information, company, software, design, system, digital",KakaoTaxi.txt
7.0,0.2686,"philosophy, theory, social, human, world, language, political, nature, history, thought",Descriptivism.txt
9.0,0.5271,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",zircon.txt
5.0,0.2776,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Stockholm_Water_Prize.txt
10.0,0.5537,"made, material, materials, process, water, concrete, high, glass, plastic, wood",polystyrene.txt
8.0,0.8153,"data, computer, technology, media, information, company, software, design, system, digital",Windows_XP.txt
1.0,0.4279,"research, management, social, systems, design, development, science, system, information, process",Sustainable_consumer_behaviour.txt
7.0,0.4351,"philosophy, theory, social, human, world, language, political, nature, history, thought",sociopolitical.txt
4.0,0.2269,"world, country, population, war, government, people, state, national, europe, largest",Customary_land.txt
5.0,0.4994,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",sustainable_consumption.txt
13.0,0.1994,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Electricity_delivery.txt
11.0,0.7267,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",saline_intrusion.txt
0.0,0.4042,"species, plants, plant, animals, food, animal, population, fish, organisms, found",phylogenetic.txt
10.0,0.3716,"made, material, materials, process, water, concrete, high, glass, plastic, wood",decoration.txt
14.0,0.5095,"economic, government, law, public, market, company, international, united_states, state, countries",World_Economic_Forum.txt
6.0,0.2919,"university, work, art, american, published, book, time, history, new_york, life",De_re_metallica.txt
12.0,0.7408,"city, university, state, area, park, national, school, road, cities, urban",Boulevard.txt
14.0,0.5389,"economic, government, law, public, market, company, international, united_states, state, countries",OECD.txt
1.0,0.5048,"research, management, social, systems, design, development, science, system, information, process",Cognitive.txt
10.0,0.2994,"made, material, materials, process, water, concrete, high, glass, plastic, wood",biodegradation.txt
2.0,0.1348,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Physiological_density.txt
13.0,0.3668,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Utility_pole.txt
0.0,0.427,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Climax_community.txt
11.0,0.2611,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Manta_trawl.txt
1.0,0.6595,"research, management, social, systems, design, development, science, system, information, process",Evidence-based_management.txt
10.0,0.4857,"made, material, materials, process, water, concrete, high, glass, plastic, wood",direct_metal_laser_sintering.txt
9.0,0.1848,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",fractional_crystallization.txt
5.0,0.6748,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",biocapacity.txt
10.0,0.3676,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Segregation_in_concrete.txt
1.0,0.4254,"research, management, social, systems, design, development, science, system, information, process",model.txt
4.0,0.4631,"world, country, population, war, government, people, state, national, europe, largest",Population_decline.txt
10.0,0.2668,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Extended_core_stretch_wrapper.txt
8.0,0.4889,"data, computer, technology, media, information, company, software, design, system, digital",News_design.txt
14.0,0.7034,"economic, government, law, public, market, company, international, united_states, state, countries",Conflict_of_interest.txt
3.0,0.7706,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",allergic_dermatitis.txt
9.0,0.4119,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Jean_Charles_Galissard_de_Marignac.txt
13.0,0.5588,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",wind_turbines.txt
14.0,0.3929,"economic, government, law, public, market, company, international, united_states, state, countries",Economy_for_the_Common_Good.txt
5.0,0.2999,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",in-vessel_composting.txt
3.0,0.801,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Stem_cells.txt
4.0,0.3277,"world, country, population, war, government, people, state, national, europe, largest",Classic_Maya_collapse.txt
14.0,0.235,"economic, government, law, public, market, company, international, united_states, state, countries",CSIRO.txt
3.0,0.774,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Shigella.txt
13.0,0.7845,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Downshifting.txt
5.0,0.4216,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Agroecology.txt
8.0,0.7873,"data, computer, technology, media, information, company, software, design, system, digital",Video.txt
14.0,0.7684,"economic, government, law, public, market, company, international, united_states, state, countries",Tax.txt
10.0,0.3677,"made, material, materials, process, water, concrete, high, glass, plastic, wood",burnt_lime.txt
1.0,0.4991,"research, management, social, systems, design, development, science, system, information, process",agile_manufacturing.txt
11.0,0.5975,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Tropical.txt
8.0,0.3489,"data, computer, technology, media, information, company, software, design, system, digital",newspapers.txt
9.0,0.7942,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Hafnium.txt
6.0,0.3969,"university, work, art, american, published, book, time, history, new_york, life",C._West_Churchman.txt
5.0,0.4404,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",European_Climate_Change_Programme.txt
0.0,0.4865,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Zoological.txt
9.0,0.6495,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Periodic_table.txt
0.0,0.7718,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Deimatic_behaviour.txt
5.0,0.4071,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",wastewater.txt
9.0,0.6113,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",ferrous_sulfate.txt
6.0,0.3899,"university, work, art, american, published, book, time, history, new_york, life",American_Museum_of_Natural_History.txt
8.0,0.233,"data, computer, technology, media, information, company, software, design, system, digital",Recycling_codes.txt
8.0,0.3715,"data, computer, technology, media, information, company, software, design, system, digital",Booking.com.txt
10.0,0.613,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Extrusion_coating.txt
7.0,0.3688,"philosophy, theory, social, human, world, language, political, nature, history, thought",Gadamer–Derrida_debate.txt
5.0,0.3534,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Abengoa.txt
1.0,0.7075,"research, management, social, systems, design, development, science, system, information, process",Problems.txt
6.0,0.6269,"university, work, art, american, published, book, time, history, new_york, life",Thomas_Adams.txt
12.0,0.3828,"city, university, state, area, park, national, school, road, cities, urban",Eastern_Metropolitan_Regional_Council.txt
7.0,0.3533,"philosophy, theory, social, human, world, language, political, nature, history, thought",The_Post_Card:_From_Socrates_to_Freud_and_Beyond.txt
11.0,0.8702,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",lakes.txt
8.0,0.7882,"data, computer, technology, media, information, company, software, design, system, digital",emulators.txt
5.0,0.5127,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Toxic_Substances_Control_Act.txt
7.0,0.6264,"philosophy, theory, social, human, world, language, political, nature, history, thought",Stephen_Neale.txt
10.0,0.3443,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Petri_dish.txt
8.0,0.2706,"data, computer, technology, media, information, company, software, design, system, digital",Culture_jamming.txt
1.0,0.3124,"research, management, social, systems, design, development, science, system, information, process",ISO_19011.txt
1.0,0.2067,"research, management, social, systems, design, development, science, system, information, process",Technological_paradigm.txt
3.0,0.5349,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Baby.txt
12.0,0.4353,"city, university, state, area, park, national, school, road, cities, urban",London_Olympics_2012.txt
2.0,0.4505,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",high_pressure_sodium.txt
3.0,0.8002,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Entamoeba_histolytica.txt
9.0,0.5477,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Fischer-Tropsch_synthesis.txt
6.0,0.6422,"university, work, art, american, published, book, time, history, new_york, life",Crass.txt
12.0,0.6142,"city, university, state, area, park, national, school, road, cities, urban","Napa,_California.txt"
9.0,0.6634,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",heavy_metals.txt
9.0,0.6719,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",aniline.txt
1.0,0.7501,"research, management, social, systems, design, development, science, system, information, process",Outline_of_business_management.txt
12.0,0.3932,"city, university, state, area, park, national, school, road, cities, urban",Brackenridge.txt
14.0,0.7074,"economic, government, law, public, market, company, international, united_states, state, countries",money.txt
0.0,0.6019,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Intercropping.txt
12.0,0.4346,"city, university, state, area, park, national, school, road, cities, urban",Akashi_Kaikyo_Bridge.txt
11.0,0.5109,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Salinity.txt
5.0,0.4219,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Weak_and_strong_sustainability.txt
13.0,0.3984,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Climbing_lane.txt
5.0,0.1926,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Ellen_MacArthur_Foundation.txt
1.0,0.4478,"research, management, social, systems, design, development, science, system, information, process",paradigm.txt
1.0,0.5724,"research, management, social, systems, design, development, science, system, information, process",Applied_economics.txt
0.0,0.3745,"species, plants, plant, animals, food, animal, population, fish, organisms, found",iridescent.txt
10.0,0.3323,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Lunarcrete.txt
0.0,0.5946,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Extinction.txt
12.0,0.332,"city, university, state, area, park, national, school, road, cities, urban",Ford_River_Rouge_Complex.txt
11.0,0.493,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",tile_drainage.txt
2.0,0.7502,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",tidal_forces.txt
5.0,0.4808,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Open_defecation.txt
10.0,0.2985,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Vitrification.txt
10.0,0.2263,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Material_ConneXion.txt
5.0,0.3807,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Close_to_nature_forestry.txt
1.0,0.7075,"research, management, social, systems, design, development, science, system, information, process",Problem.txt
8.0,0.4815,"data, computer, technology, media, information, company, software, design, system, digital",Claytronics.txt
12.0,0.7106,"city, university, state, area, park, national, school, road, cities, urban",Texas_U-turn.txt
3.0,0.6975,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",metabolism.txt
14.0,0.3437,"economic, government, law, public, market, company, international, united_states, state, countries",Waste_Management_(corporation).txt
1.0,0.8463,"research, management, social, systems, design, development, science, system, information, process","Association_of_Technology,_Management,_and_Applied_Engineering.txt"
3.0,0.5571,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",hemoglobin.txt
9.0,0.4433,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Standard_atomic_weight.txt
12.0,0.6528,"city, university, state, area, park, national, school, road, cities, urban","Dryden,_Ontario.txt"
8.0,0.2927,"data, computer, technology, media, information, company, software, design, system, digital",Turnaround.txt
8.0,0.8068,"data, computer, technology, media, information, company, software, design, system, digital",digital_camera.txt
1.0,0.5752,"research, management, social, systems, design, development, science, system, information, process",Demand_management.txt
9.0,0.369,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Packaging_gas.txt
10.0,0.3355,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Passive_solar_building_design.txt
14.0,0.5939,"economic, government, law, public, market, company, international, united_states, state, countries",UN_Economic_and_Social_Council.txt
12.0,0.5486,"city, university, state, area, park, national, school, road, cities, urban",Capitol_Building.txt
12.0,0.636,"city, university, state, area, park, national, school, road, cities, urban",Old_Port.txt
3.0,0.6891,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Anabolism.txt
8.0,0.6232,"data, computer, technology, media, information, company, software, design, system, digital",Processor_design.txt
6.0,0.4244,"university, work, art, american, published, book, time, history, new_york, life",Nick_Rosen.txt
6.0,0.672,"university, work, art, american, published, book, time, history, new_york, life",Robert_Rauschenberg.txt
12.0,0.4031,"city, university, state, area, park, national, school, road, cities, urban",harbors.txt
2.0,0.8634,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",viscous.txt
1.0,0.4036,"research, management, social, systems, design, development, science, system, information, process",material_flow_cost_accounting.txt
11.0,0.504,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Polar_stratospheric_cloud.txt
11.0,0.5274,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Marine_biology.txt
2.0,0.1205,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",NEMS.txt
0.0,0.3434,"species, plants, plant, animals, food, animal, population, fish, organisms, found",organic_gardening.txt
7.0,0.2119,"philosophy, theory, social, human, world, language, political, nature, history, thought",Green_left.txt
11.0,0.3844,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Forest_dieback.txt
0.0,0.3781,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Aeroplankton.txt
8.0,0.3127,"data, computer, technology, media, information, company, software, design, system, digital",Reading.txt
13.0,0.4358,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",shipping.txt
1.0,0.1616,"research, management, social, systems, design, development, science, system, information, process",MET_Matrix.txt
12.0,0.4745,"city, university, state, area, park, national, school, road, cities, urban",American.txt
12.0,0.3206,"city, university, state, area, park, national, school, road, cities, urban",metropolitan_economy.txt
11.0,0.2003,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",leach.txt
6.0,0.3455,"university, work, art, american, published, book, time, history, new_york, life",Edward_Said.txt
8.0,0.22,"data, computer, technology, media, information, company, software, design, system, digital",Commercial.txt
10.0,0.5296,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Contract_packager.txt
5.0,0.4499,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Athabasca_oil_sands.txt
14.0,0.4966,"economic, government, law, public, market, company, international, united_states, state, countries",externality.txt
12.0,0.67,"city, university, state, area, park, national, school, road, cities, urban",Northfleet.txt
1.0,0.6022,"research, management, social, systems, design, development, science, system, information, process",employee_retention.txt
11.0,0.7562,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",tundra.txt
11.0,0.3375,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Water_supply_and_sanitation_in_Australia.txt
6.0,0.1895,"university, work, art, american, published, book, time, history, new_york, life",The_Geography_of_Nowhere.txt
4.0,0.4592,"world, country, population, war, government, people, state, national, europe, largest",US.txt
6.0,0.6455,"university, work, art, american, published, book, time, history, new_york, life",Guy_Debord.txt
10.0,0.342,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Pozzolanic_reaction.txt
11.0,0.6246,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",weather.txt
1.0,0.4215,"research, management, social, systems, design, development, science, system, information, process",community_health.txt
1.0,0.8414,"research, management, social, systems, design, development, science, system, information, process",Systems_science.txt
1.0,0.6352,"research, management, social, systems, design, development, science, system, information, process",Business_model.txt
10.0,0.5322,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Pozol.txt
11.0,0.5039,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Watertable_control.txt
0.0,0.3668,"species, plants, plant, animals, food, animal, population, fish, organisms, found",woodland.txt
11.0,0.2894,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Hoover_Dam.txt
1.0,0.1703,"research, management, social, systems, design, development, science, system, information, process",Event.txt
10.0,0.6739,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Papermaking.txt
12.0,0.6688,"city, university, state, area, park, national, school, road, cities, urban",Pedestrian_zone.txt
3.0,0.3991,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",U.S._Food_and_Drug_Administration.txt
2.0,0.2911,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Configuration.txt
10.0,0.2889,"made, material, materials, process, water, concrete, high, glass, plastic, wood",sugarcane.txt
1.0,0.2495,"research, management, social, systems, design, development, science, system, information, process",Sustainability_(journal).txt
1.0,0.4765,"research, management, social, systems, design, development, science, system, information, process",The_Natural_Step.txt
12.0,0.1696,"city, university, state, area, park, national, school, road, cities, urban",Chicago_school.txt
11.0,0.4918,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Atmospheric_sciences.txt
8.0,0.6188,"data, computer, technology, media, information, company, software, design, system, digital",spreadsheet.txt
13.0,0.7686,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Battery_electric_bus.txt
4.0,0.3022,"world, country, population, war, government, people, state, national, europe, largest",slash-and-burn.txt
6.0,0.5871,"university, work, art, american, published, book, time, history, new_york, life",Annie_Francé-Harrar.txt
2.0,0.607,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Computational_chemistry.txt
6.0,0.294,"university, work, art, american, published, book, time, history, new_york, life",Recovery.txt
7.0,0.3926,"philosophy, theory, social, human, world, language, political, nature, history, thought",scientific.txt
1.0,0.2903,"research, management, social, systems, design, development, science, system, information, process",Analog_forestry.txt
