Dominant_Topic,Perc_Contribution,Topic_Keywords,Page
14.0,0.3561,"economic, government, law, public, market, company, international, united_states, state, countries",parable_of_the_broken_window.txt
9.0,0.8994,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Actinide.txt
7.0,0.7471,"philosophy, theory, social, human, world, language, political, nature, history, thought",Analytical_Marxism.txt
2.0,0.562,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",quantities.txt
6.0,0.2892,"university, work, art, american, published, book, time, history, new_york, life",Electric_guitar_design.txt
6.0,0.2127,"university, work, art, american, published, book, time, history, new_york, life",Population_and_Environment.txt
0.0,0.7552,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Butterfly.txt
10.0,0.3858,"made, material, materials, process, water, concrete, high, glass, plastic, wood",sugars.txt
6.0,0.1904,"university, work, art, american, published, book, time, history, new_york, life",Mush.txt
3.0,0.5719,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Fungicide.txt
2.0,0.4343,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Chemical_kinetics.txt
0.0,0.5001,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Actinobacteria.txt
12.0,0.4846,"city, university, state, area, park, national, school, road, cities, urban",Radio_Row.txt
10.0,0.6421,"made, material, materials, process, water, concrete, high, glass, plastic, wood",rayon.txt
7.0,0.3437,"philosophy, theory, social, human, world, language, political, nature, history, thought",synonymous.txt
14.0,0.3201,"economic, government, law, public, market, company, international, united_states, state, countries",Home_exchange.txt
7.0,0.4235,"philosophy, theory, social, human, world, language, political, nature, history, thought",Hubert_L._Dreyfus.txt
12.0,0.3407,"city, university, state, area, park, national, school, road, cities, urban",roads.txt
14.0,0.7786,"economic, government, law, public, market, company, international, united_states, state, countries",life_insurance.txt
9.0,0.5608,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Hydrochloric_acid_regeneration.txt
0.0,0.2852,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Veganism.txt
1.0,0.6016,"research, management, social, systems, design, development, science, system, information, process",Behaviorism.txt
9.0,0.4764,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",acetone.txt
4.0,0.756,"world, country, population, war, government, people, state, national, europe, largest",Ukraine.txt
3.0,0.2688,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",self_healing.txt
2.0,0.8108,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Van_der_Waals_radius.txt
7.0,0.6138,"philosophy, theory, social, human, world, language, political, nature, history, thought",Fredric_Jameson.txt
10.0,0.7006,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Bag-in-box.txt
8.0,0.5868,"data, computer, technology, media, information, company, software, design, system, digital",PMID.txt
6.0,0.4746,"university, work, art, american, published, book, time, history, new_york, life",The_Wall_Street_Journal.txt
6.0,0.3198,"university, work, art, american, published, book, time, history, new_york, life",Wiley-VCH.txt
10.0,0.4753,"made, material, materials, process, water, concrete, high, glass, plastic, wood",polycaprolactone.txt
3.0,0.7384,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Therapeutic_cloning.txt
9.0,0.4261,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",carbon-14.txt
8.0,0.4537,"data, computer, technology, media, information, company, software, design, system, digital",Vinted.txt
9.0,0.7082,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Extractive_metallurgy.txt
10.0,0.3863,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Commodity_plastics.txt
6.0,0.433,"university, work, art, american, published, book, time, history, new_york, life",Israel_Museum.txt
13.0,0.3225,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Cooling_water.txt
9.0,0.5116,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",radiodating.txt
14.0,0.5054,"economic, government, law, public, market, company, international, united_states, state, countries",economic.txt
1.0,0.3744,"research, management, social, systems, design, development, science, system, information, process",social_metabolism.txt
9.0,0.7917,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Organometallic_chemistry.txt
5.0,0.6584,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Resource_Conservation_and_Recovery_Act.txt
12.0,0.4004,"city, university, state, area, park, national, school, road, cities, urban",Metro_Vancouver.txt
0.0,0.4304,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Centrales.txt
7.0,0.7817,"philosophy, theory, social, human, world, language, political, nature, history, thought",Western_Marxism.txt
1.0,0.3991,"research, management, social, systems, design, development, science, system, information, process",industrial_ecology.txt
12.0,0.7396,"city, university, state, area, park, national, school, road, cities, urban",Pittsburgh_and_Lake_Erie_Railroad.txt
0.0,0.3412,"species, plants, plant, animals, food, animal, population, fish, organisms, found",guano.txt
5.0,0.3614,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Ministry_of_the_Environment_of_Denmark.txt
12.0,0.5952,"city, university, state, area, park, national, school, road, cities, urban",Santa_Clara_University.txt
3.0,0.1152,"cells, cell, health, human, protein, disease, body, bacteria, found, medical",Hypermobility.txt
2.0,0.6455,"energy, light, system, time, temperature, mass, displaystyle, number, state, called",Quantum_computing.txt
5.0,0.4265,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",green_infrastructure.txt
11.0,0.4059,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",slow_sand_filters.txt
5.0,0.3361,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Forestry.txt
9.0,0.4755,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",Belite.txt
4.0,0.2348,"world, country, population, war, government, people, state, national, europe, largest",pre-industrial.txt
1.0,0.3489,"research, management, social, systems, design, development, science, system, information, process",Harvard_Business_School.txt
5.0,0.3608,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Manure.txt
0.0,0.3864,"species, plants, plant, animals, food, animal, population, fish, organisms, found",Bombardier_beetle.txt
7.0,0.7672,"philosophy, theory, social, human, world, language, political, nature, history, thought",Theory_of_descriptions.txt
14.0,0.4555,"economic, government, law, public, market, company, international, united_states, state, countries",European_Fair_Trade_Association.txt
11.0,0.5599,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",metamorphic.txt
14.0,0.5004,"economic, government, law, public, market, company, international, united_states, state, countries",Land_development_bank.txt
12.0,0.2902,"city, university, state, area, park, national, school, road, cities, urban",Arbor_Day.txt
9.0,0.1356,"chemical, high, metal, carbon, elements, form, reaction, compounds, process, oxygen",List_of_countries_by_primary_aluminium_production.txt
1.0,0.2678,"research, management, social, systems, design, development, science, system, information, process",ecotope.txt
10.0,0.5603,"made, material, materials, process, water, concrete, high, glass, plastic, wood",Can_seamer.txt
5.0,0.418,"environmental, energy, waste, food, production, sustainable, world, environment, development, oil",Biomedical_waste.txt
1.0,0.4452,"research, management, social, systems, design, development, science, system, information, process",Impact_assessment.txt
14.0,0.8452,"economic, government, law, public, market, company, international, united_states, state, countries",Limited_liability_company.txt
14.0,0.5196,"economic, government, law, public, market, company, international, united_states, state, countries",crime.txt
6.0,0.5301,"university, work, art, american, published, book, time, history, new_york, life",Democracy_Now!.txt
7.0,0.6525,"philosophy, theory, social, human, world, language, political, nature, history, thought",Monastic.txt
13.0,0.4405,"power, energy, fuel, air, system, gas, high, systems, vehicles, electric",Jeep_Wrangler.txt
11.0,0.3073,"water, earth, soil, surface, sea, land, ocean, areas, temperature, atmosphere",Anthropic_rock.txt
6.0,0.6807,"university, work, art, american, published, book, time, history, new_york, life","Smith,_Charles.txt"
7.0,0.3329,"philosophy, theory, social, human, world, language, political, nature, history, thought",Thomas_Robert_Malthus.txt
6.0,0.6729,"university, work, art, american, published, book, time, history, new_york, life",Rage_Against_the_Machine.txt
7.0,0.683,"philosophy, theory, social, human, world, language, political, nature, history, thought",Eleatics.txt
8.0,0.4624,"data, computer, technology, media, information, company, software, design, system, digital",MRAM.txt
